id,prov,name,votes,cpc,ndp,lpc,bq,gpc,other
10001,10,Avalon,42086,4670,6075,23528,0,228,7585
10002,10,Bonavista--Burin--Trinity,35092,3534,2557,28704,0,297,0
10003,10,Coast of Bays--Central--Notre Dame,35448,6479,2175,26523,0,271,0
10004,10,Labrador,12373,1716,1779,8878,0,0,0
10005,10,Long Range Mountains,41824,5085,4739,30889,0,1111,0
10006,10,St. John's East ,44880,2938,20328,20974,0,500,140
10007,10,St. John's South--Mount Pearl,44801,2047,16467,25922,0,365,0
11001,11,Cardigan,22485,3632,2503,14621,0,1434,295
11002,11,Charlottetown,21165,3136,4897,11910,0,1222,0
11003,11,Egmont,21362,6185,4097,10521,0,559,0
11004,11,Malpeque,22472,3947,2509,13950,0,2066,0
12001,12,Cape Breton--Canso,43237,6246,3547,32163,0,1281,0
12002,12,Central Nova,44263,11418,4532,25909,0,1834,570
12003,12,Cumberland--Colchester,46332,12257,2647,29527,0,1650,251
12004,12,Dartmouth--Cole Harbour,52270,7331,12757,30407,0,1775,0
12005,12,Halifax,53032,4564,19162,27431,0,1745,130
12006,12,Halifax West,50079,7837,5894,34377,0,1971,0
12007,12,Kings--Hants,46686,8677,2998,33026,0,1569,416
12008,12,Sackville--Preston--Chezzetcook,48301,7186,16613,23161,0,1341,0
12009,12,South Shore--St. Margarets,52775,11905,8883,30045,0,1534,408
12010,12,Sydney--Victoria,40974,4360,5351,29995,0,1026,242
12011,12,West Nova,45679,11916,3084,28775,0,1904,0
13001,13,Acadie--Bathurst,50963,3852,20079,25845,0,1187,0
13002,13,Beauséjour,52936,6017,8009,36534,0,2376,0
13003,13,Fredericton,46722,13280,4622,23016,0,5804,0
13004,13,Fundy Royal,46820,17361,8204,19136,0,1823,296
13005,13,Madawaska--Restigouche,37306,6151,9670,20778,0,707,0
13006,13,Miramichi--Grand Lake,36364,12476,5588,17202,0,1098,0
13007,13,Moncton--Riverview--Dieppe,52041,11168,8420,30054,0,2399,0
13008,13,New Brunswick Southwest,37926,14625,4768,16656,0,1877,0
13009,13,Saint John--Rothesay,42281,12915,7411,20634,0,1321,0
13010,13,Tobique--Mactaquac,38427,14225,4334,17909,0,1959,0
24001,24,Abitibi--Baie-James--Nunavik--Eeyou,34518,3211,12778,11094,6398,779,258
24002,24,Abitibi--Témiscamingue,49729,3425,20636,14733,9651,859,425
24003,24,Ahuntsic-Cartierville,55567,4051,16684,26026,7346,1175,285
24004,24,Alfred-Pellan,55169,6259,13225,24557,9836,1089,203
24005,24,Argenteuil--La Petite-Nation,51066,5680,12650,22093,9525,1118,0
24006,24,Avignon--La Mitis--Matane--Matapédia,36356,2228,7340,14378,7641,365,4404
24007,24,Beauce,55882,32910,5443,12442,4144,943,0
24008,24,Beauport--Limoilou,50558,15461,12881,12854,7467,1220,675
24009,24,Bécancour--Nicolet--Saurel,52205,5955,11531,12666,20871,1182,0
24010,24,Bellechasse--Les Etchemins--Lévis,62598,31872,8516,12961,7217,2032,0
24011,24,Beloeil--Chambly,66438,6173,20641,19494,18387,1498,245
24012,24,Berthier--Maskinongé,54406,5548,22942,11032,14037,847,0
24013,24,Thérèse-De Blainville,56248,7000,14022,18281,15238,1352,355
24014,24,Pierre-Boucher--Les Patriotes--Verchères,59390,6079,14454,16794,17007,5056,0
24015,24,Bourassa,41129,3819,6144,22234,7049,886,997
24016,24,Brome--Missisquoi,58675,6724,14383,25744,10252,1377,195
24017,24,Brossard--Saint-Lambert,57260,7215,14075,28818,6071,1081,0
24018,24,Rimouski-Neigette--Témiscouata--Les Basques,44946,3363,19374,12594,8673,669,273
24019,24,Charlesbourg--Haute-Saint-Charles,58256,24608,11690,13525,7177,1256,0
24020,24,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,50456,16903,9306,13556,9650,859,182
24021,24,Châteauguay--Lacolle,51782,5805,11986,20245,12615,982,149
24022,24,Chicoutimi--Le Fjord,43805,7270,13019,13619,8990,907,0
24023,24,Compton--Stanstead,55811,6978,15300,20582,11551,1085,315
24024,24,Dorval--Lachine--LaSalle,54605,6049,11769,29974,5338,1245,230
24025,24,Drummond,51979,9221,15833,13793,11862,1270,0
24026,24,Gaspésie--Les Îles-de-la-Madeleine,39617,2398,12885,15345,8289,400,300
24027,24,Gatineau,57800,4733,15352,31076,5455,942,242
24028,24,Hochelaga,51904,3555,16034,15534,14389,1654,738
24029,24,Honoré-Mercier,51658,6226,8478,29211,6680,814,249
24030,24,Hull--Aylmer,55440,4278,17472,28478,3625,1035,552
24031,24,Joliette,56689,5705,14566,15995,18875,1335,213
24032,24,Jonquière,48103,8124,14039,13700,11202,656,382
24033,24,La Pointe-de-l'Île,55226,4408,14777,15777,18545,1130,589
24034,24,La Prairie,57572,6859,13174,20993,15107,1235,204
24035,24,Lac-Saint-Jean,55279,18393,15735,10193,10152,806,0
24036,24,Lac-Saint-Louis,62312,10857,7997,39965,1681,1812,0
24037,24,LaSalle--Émard--Verdun,53763,3713,15566,23603,9164,1717,0
24038,24,Laurentides--Labelle,63173,6209,16644,20277,18792,1251,0
24039,24,Laurier--Sainte-Marie,54681,2242,20929,12938,15699,1904,969
24040,24,Laval--Les Îles,54205,9811,10710,25857,6731,921,175
24041,24,Longueuil--Charles-LeMoyne,51707,4961,12468,18301,13974,1510,493
24042,24,Lévis--Lotbinière,62588,31357,9246,13562,7163,1124,136
24043,24,Longueuil--Saint-Hubert,58199,5087,18171,17468,15873,1447,153
24044,24,Louis-Hébert,61744,16789,12850,21516,8900,1561,128
24045,24,Louis-Saint-Laurent,64683,32637,10296,13852,6688,1210,0
24046,24,Manicouagan,42030,4317,7359,12343,17338,673,0
24047,24,Mégantic--L'Érable,47287,16749,10386,13308,5838,1006,0
24048,24,Mirabel,59418,6020,17873,15514,18710,1301,0
24049,24,Montarville,57917,6284,14296,18848,16460,1388,641
24050,24,Montcalm,53009,5093,12431,14484,19405,976,620
24051,24,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,49243,14274,11918,14002,7939,823,287
24052,24,Mount Royal,48051,18201,3884,24187,908,747,124
24053,24,Notre-Dame-de-Grâce--Westmount,51593,7414,11229,29755,1282,1581,332
24054,24,Outremont,43619,4159,19242,14597,3668,1575,378
24055,24,Papineau,50770,2390,13132,26391,6182,1443,1232
24056,24,Pierrefonds--Dollard,58505,11694,9584,34319,2043,865,0
24057,24,Pontiac,62625,8716,14090,34154,4337,1089,239
24058,24,Portneuf--Jacques-Cartier,62059,27290,13686,13322,6665,1096,0
24059,24,Québec,53867,11737,14566,15566,10153,1570,275
24060,24,Repentigny,65211,7053,15167,17798,22618,1242,1333
24061,24,Richmond--Arthabaska,58617,18505,14213,14463,10068,984,384
24062,24,Rivière-des-Mille-Îles,58046,6099,17111,18787,14755,1136,158
24063,24,Rivière-du-Nord,56657,4793,17077,14933,18157,1436,261
24064,24,Rosemont--La Petite-Patrie,58335,2510,28672,12068,12283,1783,1019
24065,24,Marc-Aurèle-Fortin,54525,6498,12827,22323,11820,1057,0
24066,24,Saint-Hyacinthe--Bagot,54369,9098,15578,14980,13200,1243,270
24067,24,Saint-Jean,60386,6549,17555,20022,14979,1281,0
24068,24,Saint-Laurent,40330,7867,4646,24832,1879,977,129
24069,24,Saint-Léonard--Saint-Michel,44531,4957,6611,28826,3204,805,128
24070,24,Saint-Maurice--Champlain,58947,9592,12245,24475,11295,1144,196
24071,24,Salaberry--Suroît,61535,6132,18726,17955,17452,867,403
24072,24,Shefford,58920,7529,13945,22957,13092,1397,0
24073,24,Sherbrooke,57300,5391,21410,17071,11717,1143,568
24074,24,Vaudreuil--Soulanges,65528,9048,14627,30550,9858,1445,0
24075,24,Terrebonne,58284,6615,14928,16316,19238,1016,171
24076,24,Trois-Rivières,60289,11231,19193,18224,10249,1032,360
24077,24,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,50164,5948,11757,25491,4307,2398,263
24078,24,Vimy,54343,7262,11391,25082,9068,1280,260
35001,35,Ajax,56307,19374,4630,31458,0,788,57
35002,35,Algoma--Manitoulin--Kapuskasing,41374,9820,16516,14111,0,927,0
35003,35,Aurora--Oak Ridges--Richmond Hill,50980,23039,2912,24132,0,654,243
35004,35,Barrie--Innisfil,49341,22901,5812,18308,0,1991,329
35005,35,Barrie--Springwater--Oro-Medonte,50535,21091,5202,21005,0,2648,589
35006,35,Bay of Quinte,57713,19781,7001,29281,0,1278,372
35007,35,Beaches--East York,55530,9124,17113,27458,0,1433,402
35008,35,Brampton Centre,39632,13345,5993,19277,0,844,173
35009,35,Brampton East,45206,10642,10400,23652,0,512,0
35010,35,Brampton North,48166,15888,7946,23297,0,915,120
35011,35,Brampton South,45464,15929,4843,23681,0,1011,0
35012,35,Brampton West,43398,13068,5400,24256,0,674,0
35013,35,Brantford--Brant,63272,25874,15715,19422,0,1582,679
35014,35,Bruce--Grey--Owen Sound,56333,26297,6270,21879,0,1887,0
35015,35,Burlington,70100,29780,6381,32229,0,1710,0
35016,35,Cambridge,53339,20613,7397,23024,0,1723,582
35017,35,Chatham-Kent--Leamington,51971,21677,9549,19351,0,1394,0
35018,35,Davenport,49584,5233,20506,21947,0,1530,368
35019,35,Don Valley East,41588,12155,4307,24048,0,1078,0
35020,35,Don Valley North,45687,17279,3896,23494,0,1018,0
35021,35,Don Valley West,51086,19206,3076,27472,0,848,484
35022,35,Dufferin--Caledon,60451,27977,4398,23643,0,4433,0
35023,35,Durham,64185,28967,10289,22949,0,1616,364
35024,35,Eglinton--Lawrence,55792,23788,3505,27278,0,799,422
35025,35,Elgin--Middlesex--London,56933,28023,8771,17642,0,1783,714
35026,35,Essex,60531,21602,25072,12639,0,1141,77
35027,35,Etobicoke Centre,61802,23070,4886,32612,0,856,378
35028,35,Etobicoke--Lakeshore,64508,20932,7030,34638,0,1507,401
35029,35,Etobicoke North,42064,9673,5220,26251,0,524,396
35030,35,Flamborough--Glanbrook,55510,24137,7779,21728,0,1866,0
35031,35,Glengarry--Prescott--Russell,64173,23367,5087,34189,0,1153,377
35032,35,Guelph,69868,18407,8392,34303,0,7909,857
35033,35,Haldimand--Norfolk,55990,24714,7625,20487,0,1857,1307
35034,35,Haliburton--Kawartha Lakes--Brock,61834,27718,12012,19634,0,2470,0
35035,35,Hamilton Centre,41083,6018,18719,13718,0,1778,850
35036,35,Hamilton East--Stoney Creek,50332,12715,16465,19622,0,1305,225
35037,35,Hamilton Mountain,50554,12991,18146,16933,0,1283,1201
35038,35,Hamilton West--Ancaster--Dundas,62279,19821,10131,29694,0,2633,0
35039,35,Hastings--Lennox and Addington,49797,20879,6348,21104,0,1466,0
35040,35,Huron--Bruce,58245,26174,7544,23129,0,1398,0
35041,35,Kanata--Carleton,63323,24829,4313,32477,0,1704,0
35042,35,Kenora,30752,8751,10420,10918,0,501,162
35043,35,King--Vaughan,54686,24170,3571,25908,0,1037,0
35044,35,Kingston and the Islands,65772,14928,11185,36421,0,2933,305
35045,35,Kitchener Centre,52280,15872,8680,25504,0,1597,627
35046,35,Kitchener--Conestoga,47699,20649,4653,20398,0,1314,685
35047,35,Kitchener South--Hespeler,47829,17544,7440,20215,0,1767,863
35048,35,Lambton--Kent--Middlesex,56363,28300,9598,16592,0,1873,0
35049,35,Lanark--Frontenac--Kingston,57240,27399,8073,19325,0,2025,418
35050,35,Leeds-Grenville-Thousand Islands and Rideau Lakes,56436,26738,4722,22888,0,2088,0
35051,35,London--Fanshawe,54745,14891,20684,17214,0,1604,352
35052,35,London North Centre,64271,19990,9423,32427,0,2286,145
35053,35,London West,68027,24036,10087,31167,0,1918,819
35054,35,Markham--Stouffville,59773,25565,3647,29416,0,1145,0
35055,35,Markham--Thornhill,42857,13849,4595,23878,0,535,0
35056,35,Markham--Unionville,49839,24605,2528,21596,0,1110,0
35057,35,Milton,49308,22378,5366,19940,0,1131,493
35058,35,Mississauga Centre,51852,17431,4920,28372,0,1129,0
35059,35,Mississauga East--Cooksville,51917,18353,4481,28154,0,766,163
35060,35,Mississauga--Erin Mills,55347,21716,5206,27520,0,905,0
35061,35,Mississauga--Lakeshore,59273,24435,4735,28279,0,1397,427
35062,35,Mississauga--Malton,44256,11701,5450,26165,0,737,203
35063,35,Mississauga--Streetsville,55999,22621,5040,26792,0,1293,253
35064,35,Nepean,64888,23442,5324,34017,0,1513,592
35065,35,Newmarket--Aurora,56464,24057,4806,25508,0,1331,762
35066,35,Niagara Centre,54682,16248,17218,19513,0,1316,387
35067,35,Niagara Falls,64711,27235,13525,22318,0,1633,0
35068,35,Niagara West,50657,24732,5802,16581,0,1511,2031
35069,35,Nickel Belt,49113,8221,18556,21021,0,1217,98
35070,35,Nipissing--Timiskaming,48875,14325,7936,25357,0,1257,0
35071,35,Northumberland--Peterborough South,63609,25165,9411,27043,0,1990,0
35072,35,Oakville,64703,27497,3830,31956,0,1420,0
35073,35,Oakville North--Burlington,60796,26342,4405,28415,0,968,666
35074,35,Oshawa,60686,23162,19339,16588,0,1522,75
35075,35,Ottawa Centre,75500,10943,29098,32211,0,2246,1002
35076,35,Orléans,77988,23821,6215,46542,0,1410,0
35077,35,Ottawa South,64649,15711,7480,38831,0,1888,739
35078,35,Ottawa--Vanier,63355,12109,12194,36474,0,1947,631
35079,35,Ottawa West--Nepean,62913,18893,6195,35199,0,1772,854
35080,35,Oxford,56850,25966,9406,18299,0,2004,1175
35081,35,Parkdale--High Park,58567,7641,23566,24623,0,1743,994
35082,35,Parry Sound--Muskoka,51279,22206,5183,19937,0,3704,249
35083,35,Perth--Wellington,51851,22255,7756,19480,0,1347,1013
35084,35,Peterborough--Kawartha,66542,23335,12437,29159,0,1480,131
35085,35,Pickering--Uxbridge,59159,22591,5446,29757,0,1365,0
35086,35,Renfrew--Nipissing--Pembroke,57159,26195,4893,18666,0,1105,6300
35087,35,Richmond Hill,49113,21275,3950,23032,0,856,0
35088,35,Carleton,59239,27762,3632,25913,0,1932,0
35089,35,St. Catharines,57591,21637,9511,24870,0,1488,85
35090,35,Toronto--St. Paul's,56972,15376,8386,31481,0,1729,0
35091,35,Sarnia--Lambton,58125,22565,18102,15853,0,1605,0
35092,35,Sault Ste. Marie,43757,13615,9543,19582,0,934,83
35093,35,Scarborough--Agincourt,41556,15802,3263,21587,0,570,334
35094,35,Scarborough Centre,45029,14705,5227,22753,0,960,1384
35095,35,Scarborough--Guildwood,41917,11108,4720,25167,0,606,316
35096,35,Scarborough North,39188,10737,8648,18904,0,579,320
35097,35,Scarborough--Rouge Park,49655,13587,5145,29913,0,1010,0
35098,35,Scarborough Southwest,48766,10347,11574,25586,0,1259,0
35099,35,Simcoe--Grey,65747,30612,6332,25352,0,2923,528
35100,35,Simcoe North,57071,24836,6037,22718,0,2543,937
35101,35,Spadina--Fort York,55148,8673,15047,30141,0,1137,150
35102,35,Stormont--Dundas--South Glengarry,53066,27091,4332,20452,0,1191,0
35103,35,Sudbury,49629,10473,13793,23534,0,1509,320
35104,35,Thornhill,54491,31911,2814,18395,0,627,744
35105,35,Thunder Bay--Rainy River,42083,8876,12483,18523,0,2201,0
35106,35,Thunder Bay--Superior North,44608,7775,10339,20069,0,6155,270
35107,35,Timmins--James Bay,37271,7605,15974,12940,0,752,0
35108,35,Toronto Centre,50602,6167,13467,29297,0,1315,356
35109,35,Toronto--Danforth,55581,5478,22325,23531,0,2618,1629
35110,35,University--Rosedale,55925,9790,15988,27849,0,1641,657
35111,35,Vaughan--Woodbridge,47298,20746,2198,23041,0,597,716
35112,35,Waterloo,59849,19318,8928,29752,0,1713,138
35113,35,Wellington--Halton Hills,63812,32482,5321,23279,0,2547,183
35114,35,Whitby,64516,27154,6677,29003,0,1403,279
35115,35,Willowdale,45953,16990,3203,24519,0,1025,216
35116,35,Windsor--Tecumseh,53344,14656,23215,14177,0,1047,249
35117,35,Windsor West,46905,9734,24085,11842,0,1083,161
35118,35,York Centre,42944,18893,3148,20131,0,772,0
35119,35,York--Simcoe,47879,24058,4255,18083,0,1483,0
35120,35,York South--Weston,43706,8399,13281,20093,0,892,1041
35121,35,Humber River--Black Creek,35859,7228,3851,23995,0,584,201
46001,46,Brandon--Souris,41106,20666,2576,15338,0,2526,0
46002,46,Charleswood--St. James--Assiniboia--Headingley,47157,18408,2842,24531,0,1376,0
46003,46,Churchill--Keewatinook Aski,29944,3090,13487,12575,0,537,255
46004,46,Dauphin--Swan River--Neepawa,41598,19276,5097,12276,0,1592,3357
46005,46,Elmwood--Transcona,43086,14648,14709,12713,0,1016,0
46006,46,Kildonan--St. Paul,43875,17478,6270,18717,0,783,627
46007,46,Portage--Lisgar,41187,25060,2554,10621,0,1637,1315
46008,46,Provencher,44745,25086,2371,15509,0,1779,0
46009,46,Saint Boniface--Saint Vital,48823,14005,5169,28530,0,1119,0
46010,46,Selkirk--Interlake--Eastman,49363,25617,5649,15508,0,1707,882
46011,46,Winnipeg Centre,33885,4189,9490,18471,0,1379,356
46012,46,Winnipeg North,33964,5193,4543,23402,0,826,0
46013,46,Winnipeg South,48199,16709,2404,28096,0,990,0
46014,46,Winnipeg South Centre,53571,15102,4799,31993,0,1677,0
47001,47,Battlefords--Lloydminster,33678,20547,5930,5550,0,575,1076
47002,47,Cypress Hills--Grasslands,36207,25050,4783,5381,0,993,0
47003,47,Desnethé--Missinippi--Churchill River,30213,9105,10319,10237,0,552,0
47004,47,Carlton Trail--Eagle Creek,40179,26004,7499,5774,0,902,0
47005,47,Moose Jaw--Lake Centre--Lanigan,41965,23273,9978,7545,0,961,208
47006,47,Prince Albert ,39510,19673,11244,7832,0,761,0
47007,47,Regina--Lewvan,47834,16711,16843,13143,0,839,298
47008,47,Regina--Qu'Appelle ,36883,16486,11144,8401,0,852,0
47009,47,Regina--Wascana ,42723,12931,5362,23552,0,878,0
47010,47,Saskatoon--Grasswood,46086,19166,13909,12165,0,846,0
47011,47,Saskatoon--University,44773,18592,14115,11287,0,686,93
47012,47,Saskatoon West,37715,12401,14921,9234,0,658,501
47013,47,Souris--Moose Mountain ,37516,26315,5131,5076,0,994,0
47014,47,Yorkton--Melville ,36613,21683,7396,6504,0,1030,0
48001,48,Banff--Airdrie,66638,42228,4521,17380,0,2509,0
48002,48,Battle River--Crowfoot,58769,47552,3844,5505,0,1868,0
48003,48,Bow River,49988,38701,2622,6840,0,919,906
48004,48,Calgary Centre,61249,27746,3412,28496,0,1347,248
48005,48,Calgary Confederation,66808,30669,4770,29083,0,2146,140
48006,48,Calgary Forest Lawn,41047,19694,4006,14762,0,1229,1356
48007,48,Calgary Heritage,58430,37263,4255,15172,0,1246,494
48008,48,Calgary Midnapore,63562,42415,4915,14396,0,1691,145
48009,48,Calgary Nose Hill,54562,32760,4836,14671,0,1384,911
48010,48,Calgary Rocky Ridge,63292,38229,3665,20038,0,1360,0
48011,48,Calgary Shepard,66351,43706,4532,16379,0,1734,0
48012,48,Calgary Signal Hill,62519,37858,3128,19108,0,1586,839
48013,48,Calgary Skyview,44993,17885,3605,20644,0,846,2013
48014,48,Edmonton Centre,53512,18703,13084,19902,0,1403,420
48015,48,Edmonton Griesbach,47942,19157,16309,10397,0,1129,950
48016,48,Edmonton Manning,49001,22166,11582,13509,0,1079,665
48017,48,Edmonton Mill Woods,49517,20331,6330,20423,0,1096,1337
48018,48,Edmonton Riverbend,57740,28805,9846,17428,0,1275,386
48019,48,Edmonton Strathcona,55604,17395,24446,11524,0,1278,961
48020,48,Edmonton West,53457,26370,6955,18649,0,1037,446
48021,48,Edmonton--Wetaskiwin,68344,44949,6645,14660,0,1595,495
48022,48,Foothills,60986,46166,3919,8149,0,1983,769
48023,48,Fort McMurray--Cold Lake,47266,28625,3663,13403,0,743,832
48024,48,Grande Prairie--Mackenzie,53343,38895,4343,7819,0,1673,613
48025,48,Lakeland,54779,39882,5513,7500,0,1283,601
48026,48,Lethbridge,56943,32321,11674,10532,0,1461,955
48027,48,Medicine Hat--Cardston--Warner,50650,34849,4897,9085,0,1319,500
48028,48,Peace River--Westlock,49519,34342,7127,6360,0,1247,443
48029,48,Red Deer--Mountain View,62212,46245,5233,8356,0,1621,757
48030,48,Red Deer--Lacombe,61662,43599,7055,9235,0,1773,0
48031,48,St. Albert--Edmonton,59208,26783,6609,13343,0,821,11652
48032,48,Sherwood Park--Fort Saskatchewan,66686,42642,6540,13615,0,1648,2241
48033,48,Sturgeon River--Parkland,61537,43220,6166,9586,0,1875,690
48034,48,Yellowhead,52525,37950,4753,7467,0,1538,817
59001,59,Abbotsford,48124,23229,6593,15777,0,2416,109
59002,59,Burnaby North--Seymour,52480,14612,15537,18938,0,2765,628
59003,59,Burnaby South,45887,12441,16094,15547,0,1306,499
59004,59,Cariboo--Prince George,53734,19688,13879,16921,0,1860,1386
59005,59,Central Okanagan--Similkameen--Nicola,61973,24517,11961,23059,0,2436,0
59006,59,Chilliwack--Hope,50661,21445,9218,17114,0,2386,498
59007,59,Cloverdale--Langley City,54075,18800,8463,24617,0,2195,0
59008,59,Coquitlam--Port Coquitlam,56511,18083,15400,19938,0,2076,1014
59009,59,Courtenay--Alberni,69849,19714,26582,15212,0,8201,140
59010,59,Cowichan--Malahat--Langford,61778,14091,22200,14685,0,10462,340
59011,59,Delta,55689,18255,8311,27355,0,1768,0
59012,59,Fleetwood--Port Kells,48763,14275,10463,22871,0,1154,0
59013,59,Kamloops--Thompson--Cariboo,69765,24595,21466,21215,0,2489,0
59014,59,Kelowna--Lake Country,64155,25502,9039,29614,0,0,0
59015,59,Kootenay--Columbia,63206,23247,23529,12315,0,4115,0
59016,59,Langley--Aldergrove,59896,27333,7490,21894,0,2644,535
59017,59,Mission--Matsqui--Fraser Canyon,44651,15587,9174,16625,0,2293,972
59018,59,Nanaimo--Ladysmith,71241,16637,23651,16753,0,14074,126
59019,59,New Westminster--Burnaby,52642,10512,22876,15253,0,2487,1514
59020,59,North Okanagan--Shuswap,69954,27490,17907,20949,0,3608,0
59021,59,North Vancouver,64354,17301,5015,36458,0,5350,230
59022,59,Pitt Meadows--Maple Ridge,52150,16373,15450,17673,0,2202,452
59023,59,Port Moody--Coquitlam,54667,16112,19706,16888,0,1878,83
59024,59,Prince George--Peace River--Northern Rockies,51859,27237,8014,12913,0,2672,1023
59025,59,Richmond Centre,39862,17622,4602,16486,0,1152,0
59026,59,Esquimalt--Saanich--Sooke,68081,11912,23836,18622,0,13575,136
59027,59,Saanich--Gulf Islands,68140,13260,6181,11380,0,37070,249
59028,59,Skeena--Bulkley Valley,44109,10936,22531,8257,0,1605,780
59029,59,South Okanagan--West Kootenay,66594,19871,24823,18732,0,2792,376
59030,59,South Surrey--White Rock,56631,24934,5895,23495,0,1938,369
59031,59,Steveston--Richmond East,43225,16630,5248,19486,0,1587,274
59032,59,Surrey Centre,43198,8556,12992,19471,0,1493,686
59033,59,Surrey--Newton,44424,6978,11602,24869,0,975,0
59034,59,Vancouver Centre,58048,9818,11618,32554,0,3370,688
59035,59,Vancouver East,58708,6322,29316,16532,0,5395,1143
59036,59,Vancouver Granville,53824,14028,14462,23643,0,1691,0
59037,59,North Island--Powell River,60536,15840,24340,15416,0,4940,0
59038,59,Vancouver Kingsway,45396,9538,20763,12625,0,1476,994
59039,59,Vancouver Quadra,52972,13683,5748,31102,0,2229,210
59040,59,Vancouver South,44611,15115,6230,21773,0,1149,344
59041,59,Victoria,71895,8480,30397,8489,0,23666,863
59042,59,West Vancouver--Sunshine Coast--Sea to Sky Country,66458,17411,6554,36300,0,5907,286
60001,60,Yukon,20291,4928,3943,10887,0,533,0
61001,61,Northwest Territories,18973,3481,5783,9172,0,537,0
62001,62,Nunavut,11928,2956,3171,5619,0,182,0
